inst_origen,inst_destino,soporte_total,n_pares_servicio,peso,frac_prom_ponderada
INSTITUTO NACIONAL DE ESTADISTICAS,CARABINEROS DE CHILE,40041,10,37539.0,0.9375140481006968
FONDO NACIONAL DE SALUD,SUBSECRETARIA DE EVALUACION SOCIAL,398608,9,364698.0,0.9149289527555895
MINISTERIO DE DESARROLLO SOCIAL,FONDO NACIONAL DE SALUD,287628,8,280834.0,0.976379212037771
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE EVALUACION SOCIAL,669946,7,629062.0,0.9389741859791685
SERVICIO DE IMPUESTOS INTERNOS,FONDO NACIONAL DE SALUD,113694,7,104471.0,0.9188787447006879
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,CARABINEROS DE CHILE,24906,7,23981.0,0.9628603549345539
INSTITUTO NACIONAL DE ESTADISTICAS,SUBSECRETARIA DE EDUCACION,17807,7,15321.0,0.8603919806817544
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SUBSECRETARIA DE EVALUACION SOCIAL,17307,7,16976.0,0.9808747905471774
INSTITUTO NACIONAL DE ESTADISTICAS,SUBSECRETARIA DE EVALUACION SOCIAL,16052,7,15914.0,0.9914029404435585
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,FONDO NACIONAL DE SALUD,11880,7,11879.0,0.9999158249158249
FONDO NACIONAL DE SALUD,CARABINEROS DE CHILE,723120,6,630635.0,0.8721028321717004
INSTITUTO DE PREVISION SOCIAL,SUBSECRETARIA DE EVALUACION SOCIAL,433589,6,390015.0,0.8995039080788488
SECRETARIA DE GOBIERNO DIGITAL,FONDO NACIONAL DE SALUD,187879,6,161705.0,0.8606869314824968
INSTITUTO NACIONAL DE ESTADISTICAS,SERVICIO ELECTORAL,38165,6,35478.0,0.9295951788287699
FONDO NACIONAL DE SALUD,SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,37168,6,33231.0,0.8940755488592338
SUBSECRETARIA DE EDUCACION,FONDO NACIONAL DE SALUD,20130,6,18077.0,0.8980129160457029
INSTITUTO NACIONAL DE ESTADISTICAS,FONDO NACIONAL DE SALUD,15471,6,15458.0,0.9991597181824058
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,11905,6,10802.0,0.9073498530029399
MINISTERIO DE DESARROLLO SOCIAL,FONDO DE SOLIDARIDAD E INVERSION SOCIAL,152728,5,136474.0,0.893575506783301
FONDO NACIONAL DE SALUD,AFP UNO,135257,5,125164.0,0.925379093133812
TESORERIA GENERAL DE LA REPUBLICA,FONDO NACIONAL DE SALUD,124719,5,113162.0,0.9073356906325419
MINISTERIO DE DESARROLLO SOCIAL,AFP UNO,123611,5,118070.00000000001,0.9551738922911392
SERVICIO DE REGISTRO CIVIL E IDENTIFICACION,SUBSECRETARIA DE EDUCACION,112275,5,102490.99999999999,0.9128568247606322
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE EDUCACION,98946,5,87591.0,0.8852404341762173
INSTITUTO DE PREVISION SOCIAL,FONDO NACIONAL DE SALUD,94383,5,92461.0,0.9796361632921183
ACEPTA.COM S.A.,SUBSECRETARIA DE REDES ASISTENCIALES,75822,5,70904.0,0.9351375590198095
ACEPTA.COM S.A.,SUBSECRETARIA DE EDUCACION,48844,5,43683.0,0.8943370731307837
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE EDUCACION,26262,5,22690.0,0.8639859873581601
INSTITUTO NACIONAL DE ESTADISTICAS,SUBSECRETARIA DE VIVIENDA Y URBANISMO,20076,5,17735.0,0.8833931061964535
SUBSECRETARIA DE EDUCACION,SUBSECRETARIA DE EVALUACION SOCIAL,17445,5,16735.0,0.9593006592146747
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,CARABINEROS DE CHILE,11891,5,10244.0,0.8614918846186191
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,SUBSECRETARIA DE EVALUACION SOCIAL,10218,5,9318.0,0.9119201409277745
SUBSECRETARIA DE EDUCACION,CARABINEROS DE CHILE,8679,5,8328.0,0.9595575527134462
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",FONDO NACIONAL DE SALUD,411636,4,377141.99999999994,0.9162026644899861
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE REDES ASISTENCIALES,344880,4,322142.0,0.9340698213871491
ACEPTA.COM S.A.,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,200238,4,171262.0,0.8552922022792876
MINISTERIO DE DESARROLLO SOCIAL,CARABINEROS DE CHILE,180133,4,170459.0,0.9462952374079152
ACEPTA.COM S.A.,SUBSECRETARIA DE VIVIENDA Y URBANISMO,143161,4,125842.0,0.8790243152813965
ACEPTA.COM S.A.,SUBSECRETARIA DE TRANSPORTES,132967,4,116476.0,0.875976746109937
SECRETARIA DE GOBIERNO DIGITAL,MINISTERIO PUBLICO,125545,4,111923.0,0.8914970727627544
FONDO NACIONAL DE SALUD,MINISTERIO PUBLICO,100141,4,98205.99999999999,0.9806772450844308
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE JUSTICIA,92755,4,89577.00000000001,0.965737696081074
SERVICIO DE IMPUESTOS INTERNOS,MINISTERIO PUBLICO,78132,4,74041.0,0.9476398914657247
SERVICIO AGRICOLA Y GANADERO,FONDO NACIONAL DE SALUD,44408,4,41969.0,0.9450774635200865
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,CARABINEROS DE CHILE,43384,4,40881.0,0.942305919232897
INSTITUTO DE PREVISION SOCIAL,AFP UNO,43240,4,41395.0,0.9573311748381128
FONDO NACIONAL DE SALUD,SERVICIO SALUD ARAUCANIA SUR,37622,4,34125.0,0.9070490670352453
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,34084,4,31566.0,0.9261236944020654
SUBSECRETARIA DE EDUCACION,SERVICIO DE IMPUESTOS INTERNOS,26208,4,24182.0,0.9226953601953602
ACEPTA.COM S.A.,SECRETARIA DE GOBIERNO DIGITAL,24358,4,21397.0,0.8784382954265539
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,MINISTERIO PUBLICO,21771,4,19773.0,0.9082265398925176
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE TRANSPORTES,18487,4,16786.0,0.90798939795532
FONDO NACIONAL DE SALUD,SUBSECRETARIA DE HACIENDA,18406,4,18319.0,0.9952732804520266
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,FONDO NACIONAL DE SALUD,16883,4,15104.0,0.8946277320381448
INSTITUTO DE PREVISION SOCIAL,SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,16740,4,15145.0,0.9047192353643967
FONDO NACIONAL DE SALUD,SUBSECRETARIA DE JUSTICIA,15430,4,13847.0,0.8974076474400519
FONDO NACIONAL DE SALUD,DIRECCION DEL TRABAJO,14937,4,13550.0,0.9071433353417687
SUBSECRETARIA DE TELECOMUNICACIONES,SERVICIO DE IMPUESTOS INTERNOS,13594,4,12538.0,0.9223186700014713
INSTITUTO NACIONAL DE ESTADISTICAS,MINISTERIO PUBLICO,13205,4,12070.0,0.9140477092010602
INSTITUTO NACIONAL DE ESTADISTICAS,SUBSECRETARIA DE TRANSPORTES,12272,4,10754.0,0.8763037809647979
INSTITUTO NACIONAL DE ESTADISTICAS,SUBSECRETARIA DE REDES ASISTENCIALES,11718,4,10751.0,0.9174773852193207
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE QUILICURA,10456,4,9444.0,0.9032134659525631
CONTRALORIA GENERAL DE LA REPUBLICA,SECRETARIA DE GOBIERNO DIGITAL,7405,4,6564.0,0.8864280891289669
CONTRALORIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE SALUD PUBLICA,7179,4,6400.0,0.8914890653294331
INSTITUTO NACIONAL DE ESTADISTICAS,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,6922,4,6041.0,0.8727246460560532
SUBSECRETARIA DE EDUCACION,MINISTERIO PUBLICO,6871,4,6179.0,0.8992868578081793
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,DIRECCION DE CONTABILIDAD Y FINANZAS,6695,4,6041.0,0.9023151605675878
FONDO NACIONAL DE SALUD,SUBSECRETARIA DE SALUD PUBLICA,6129,4,5606.0,0.9146679719366944
INSTITUTO NACIONAL DE ESTADISTICAS,CONTRALORIA GENERAL DE LA REPUBLICA,5782,4,5564.0,0.9622967831200276
INSTITUTO NACIONAL DE ESTADISTICAS,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,5761,4,5119.0,0.8885610137128971
INSTITUTO NACIONAL DE ESTADISTICAS,MINISTERIO DE EDUCACION,5701,4,5621.0,0.9859673741448869
INSTITUTO NACIONAL DE ESTADISTICAS,FONDO DE SOLIDARIDAD E INVERSION SOCIAL,5464,4,5379.999999999999,0.9846266471449486
DIRECCION GENERAL DE MOVILIZACION NACIONAL,CARABINEROS DE CHILE,5144,4,4857.0,0.9442068429237948
INSTITUTO NACIONAL DE ESTADISTICAS,SUBSECRETARIA DE SALUD PUBLICA,4795,4,4237.0,0.8836287799791449
SERVICIO DE IMPUESTOS INTERNOS,SUBSECRETARIA DE REDES ASISTENCIALES,388412,3,337083.0,0.8678490880817277
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SUBSECRETARIA DE EVALUACION SOCIAL,256252,3,233815.00000000003,0.91244165899193
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SUBSECRETARIA DE TRANSPORTES,241621,3,230114.0,0.9523758282599608
FONDO NACIONAL DE SALUD,SUBSECRETARIA DE REDES ASISTENCIALES,241005,3,221846.0,0.9205037239891288
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SUBSECRETARIA DE JUSTICIA,217881,3,200746.0,0.9213561531294606
ACEPTA.COM S.A.,SERVICIO ELECTORAL,181485,3,162346.0,0.894542248670689
ACEPTA.COM S.A.,SERVICIO DE IMPUESTOS INTERNOS,154411,3,132739.0,0.8596473049199863
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE EVALUACION SOCIAL,153305,3,150047.0,0.9787482469586771
MINISTERIO DE DESARROLLO SOCIAL,MINISTERIO PUBLICO,123472,3,122054.99999999999,0.9885237138784501
SERVICIO DE IMPUESTOS INTERNOS,SUBSECRETARIA DE EVALUACION SOCIAL,97451,3,92000.0,0.9440641963653529
SERVICIO AGRICOLA Y GANADERO,MINISTERIO PUBLICO,94168,3,84487.0,0.8971943760088352
SERVICIO DE IMPUESTOS INTERNOS,SUBSECRETARIA DE TRANSPORTES,76492,3,67037.0,0.8763923024630027
TESORERIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE EVALUACION SOCIAL,69270,3,61129.0,0.8824743756315866
SUBSECRETARIA DE JUSTICIA,SUBSECRETARIA DE EVALUACION SOCIAL,63964,3,60230.0,0.941623413169908
INSTITUTO DE PREVISION SOCIAL,CARABINEROS DE CHILE,61598,3,58047.0,0.9423520244163771
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,FONDO NACIONAL DE SALUD,60091,3,53070.0,0.8831605398478973
INSTITUTO DE PREVISION SOCIAL,FONDO DE SOLIDARIDAD E INVERSION SOCIAL,59699,3,52328.0,0.8765305951523477
TESORERIA GENERAL DE LA REPUBLICA,MINISTERIO PUBLICO,55530,3,52712.0,0.9492526562218621
INSTITUTO DE PREVISION SOCIAL,MINISTERIO PUBLICO,49084,3,48623.0,0.9906079374134137
MINISTERIO DE DESARROLLO SOCIAL,SERVICIO SALUD ARAUCANIA SUR,46124,3,42480.0,0.9209955771398838
SERVICIO DE IMPUESTOS INTERNOS,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,41213,3,37798.0,0.9171377963264019
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,39032,3,35870.0,0.9189895470383276
INSTITUTO NACIONAL DE ESTADISTICAS,SERVICIO DE IMPUESTOS INTERNOS,36286,3,34384.0,0.94758308989693
FONDO NACIONAL DE SALUD,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,33746,3,33189.00000000001,0.9834943400699344
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,FONDO NACIONAL DE SALUD,31662,3,31597.0,0.9979470658833933
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,27637,3,26821.000000000004,0.970474364077143
MINISTERIO DE DESARROLLO SOCIAL,JUNTA NACIONAL DE JARDINES INFANTILES,26955,3,24182.0,0.8971248376924503
ACEPTA.COM S.A.,SUBSECRETARIA DE SALUD PUBLICA,26504,3,23420.0,0.8836402052520375
FONDO NACIONAL DE SALUD,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,25438,3,24513.0,0.9636370783866656
ACEPTA.COM S.A.,SUPERINTENDENCIA DE INSOLVENCIA Y REEMPRENDIMIENTO,25233,3,22234.0,0.8811477034042722
SUBSECRETARIA DE JUSTICIA,FONDO NACIONAL DE SALUD,23389,3,23367.0,0.9990593868912737
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE EVALUACION SOCIAL,22070,3,21666.0,0.9816946080652469
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE EVALUACION SOCIAL,21285,3,18628.0,0.8751703077284473
INSTITUTO DE PREVISION SOCIAL,SUBSECRETARIA DE PREVISION SOCIAL,20790,3,19472.0,0.9366041366041366
INSTITUTO DE PREVISION SOCIAL,CAJA DE PREVISION DE LA DEFENSA NACIONAL,20774,3,19957.0,0.9606719938384519
SERVICIO DE IMPUESTOS INTERNOS,SUBSECRETARIA DE BIENES NACIONALES,18415,3,16539.0,0.8981265272875373
SERVICIO DE IMPUESTOS INTERNOS,SUBSECRETARIA DE PREVISION SOCIAL,17533,3,17204.0,0.9812353847031312
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE BIENES NACIONALES,16957,3,16595.0,0.9786518841776257
FONDO NACIONAL DE SALUD,DIRECCION DE EDUCACION PUBLICA,16777,3,14910.0,0.8887166954759492
SECRETARIA DE GOBIERNO DIGITAL,CAJA DE PREVISION DE LA DEFENSA NACIONAL,16137,3,15620.999999999998,0.9680237962446551
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,SUBSECRETARIA DE EVALUACION SOCIAL,15414,3,13647.0,0.8853639548462436
FONDO NACIONAL DE SALUD,SUBSECRETARIA DE EDUCACION,12392,3,12039.0,0.9715138799225307
FONDO NACIONAL DE SALUD,JUNTA NACIONAL DE JARDINES INFANTILES,11856,3,10901.0,0.9194500674763832
ACEPTA.COM S.A.,SERVICIO AGRICOLA Y GANADERO,10730,3,9300.0,0.8667287977632805
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,SUBSECRETARIA DE EVALUACION SOCIAL,9921,3,8865.0,0.8935591170244935
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE SALUD PUBLICA,9414,3,8475.0,0.9002549394518802
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,8699,3,8378.0,0.96309920680538
FONDO NACIONAL DE SALUD,MUNICIPALIDAD DE QUILICURA,8160,3,7315.0,0.8964460784313726
INSTITUTO DE PREVISION SOCIAL,SUBSECRETARIA DE JUSTICIA,7672,3,6869.0,0.8953336809176226
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SUBSECRETARIA DE REDES ASISTENCIALES,7640,3,7238.0,0.9473821989528796
SUBSECRETARIA DE EDUCACION,SUBSECRETARIA DE SALUD PUBLICA,7443,3,6593.0,0.8857987370683864
SUBSECRETARIA DE EDUCACION,SUBSECRETARIA DE JUSTICIA,6691,3,6184.0,0.924226573008519
SUBSECRETARIA DE EDUCACION,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,6092,3,5650.0,0.927445830597505
SUBSECRETARIA DE EDUCACION,SUBSECRETARIA DE TRANSPORTES,5694,3,5295.0,0.9299262381454162
SECRETARIA DE GOBIERNO DIGITAL,AGENCIA NACIONAL DE CIBERSEGURIDAD,5667,3,4877.0,0.8605964355037939
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE PREVISION SOCIAL,5627,3,5477.0,0.9733428114448196
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,FONDO NACIONAL DE SALUD,5465,3,5391.0,0.986459286367795
SERVICIO CIVIL,SUBSECRETARIA DE HACIENDA,5356,3,4898.0,0.914488424197162
CONTRALORIA GENERAL DE LA REPUBLICA,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,5308,3,4775.0,0.8995855312735493
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE VALDIVIA,4892,3,4359.0,0.8910466067048242
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE HACIENDA,4866,3,4720.0,0.9699958898479244
SUBSECRETARIA DE VIVIENDA Y URBANISMO,SUBSECRETARIA DE HACIENDA,4734,3,4447.0,0.9393747359526827
SUBSECRETARIA DE EDUCACION,SUBSECRETARIA DE REDES ASISTENCIALES,4707,3,4425.0,0.940089228808158
FONDO NACIONAL DE SALUD,FONDO DE SOLIDARIDAD E INVERSION SOCIAL,4317,3,3825.0,0.8860319666435025
MUNICIPALIDAD DE NUNOA,CARABINEROS DE CHILE,4296,3,3969.0000000000005,0.9238826815642459
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,DIRECCION GENERAL DE MOVILIZACION NACIONAL,4143,3,3920.0,0.9461742698527636
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE SALUD PUBLICA,3700,3,3393.0,0.917027027027027
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,SUBSECRETARIA DE HACIENDA,3305,3,3249.0,0.9830559757942511
SUBSECRETARIA DE SALUD PUBLICA,SUBSECRETARIA DE PREVISION SOCIAL,3207,3,3103.0,0.967570938571874
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,CARABINEROS DE CHILE,3000,3,2993.0,0.9976666666666667
ACEPTA.COM S.A.,INSTITUTO DE SALUD PUBLICA DE CHILE,2864,3,2626.0,0.9168994413407822
SUBSECRETARIA DE TELECOMUNICACIONES,SUPERINTENDENCIA DE SEGURIDAD SOCIAL,2859,3,2623.0,0.9174536551241693
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,SUBSECRETARIA DE JUSTICIA,2048,3,1915.0,0.93505859375
SECRETARIA DE GOBIERNO DIGITAL,SUBSECRETARIA GENERAL DE LA PRESIDENCIA,1867,3,1709.0,0.9153722549544724
ACEPTA.COM S.A.,CARABINEROS DE CHILE,198479,2,175514.0,0.8842950639614267
PODER JUDICIAL,FONDO NACIONAL DE SALUD,188573,2,162589.0,0.8622072088793199
ACEPTA.COM S.A.,SERVICIO NACIONAL DEL CONSUMIDOR,178560,2,154750.0,0.8666554659498208
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",CARABINEROS DE CHILE,158894,2,140863.0,0.8865218321648395
SUBSECRETARIA DEL TRABAJO,FONDO NACIONAL DE SALUD,154954,2,134385.0,0.8672573796094325
SERVICIO DE IMPUESTOS INTERNOS,CARABINEROS DE CHILE,116767,2,100728.0,0.8626409858949875
INSTITUTO DE PREVISION SOCIAL,SUBSECRETARIA DE REDES ASISTENCIALES,111960,2,102680.0,0.9171132547338335
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",MINISTERIO PUBLICO,104020,2,95821.00000000001,0.9211786194962509
TESORERIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE REDES ASISTENCIALES,88236,2,77377.0,0.8769323178747903
PODER JUDICIAL,MINISTERIO PUBLICO,81159,2,69863.0,0.8608164220850429
MINISTERIO DE DESARROLLO SOCIAL,CONTRALORIA GENERAL DE LA REPUBLICA,72407,2,63528.0,0.8773737345836728
SERVICIO CIVIL,FONDO NACIONAL DE SALUD,69797,2,60620.0,0.8685187042423027
DIRECCION DEL TRABAJO,MINISTERIO PUBLICO,65707,2,57436.0,0.8741230005935441
ACEPTA.COM S.A.,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,59183,2,51380.0,0.8681547065880405
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE TRANSPORTES,45449,2,44070.0,0.9696582983123941
SECRETARIA DE GOBIERNO DIGITAL,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,43787,2,38521.0,0.8797359947016238
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE REDES ASISTENCIALES,43740,2,41842.0,0.956607224508459
SERVICIO AGRICOLA Y GANADERO,CARABINEROS DE CHILE,42757,2,38150.0,0.8922515611478822
ACEPTA.COM S.A.,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,42132,2,37375.0,0.8870929459793031
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,SUBSECRETARIA DE TRANSPORTES,39730,2,36255.00000000001,0.9125346086081049
MINISTERIO DE DESARROLLO SOCIAL,CONSEJO NACIONAL DE TELEVISION,36660,2,32455.0,0.8852973267866885
MINISTERIO DE DESARROLLO SOCIAL,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,34347,2,34192.0,0.9954872332372551
SUBSECRETARIA GENERAL DE LA PRESIDENCIA,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,33271,2,33244.0,0.9991884824622044
TESORERIA GENERAL DE LA REPUBLICA,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,31843,2,30707.0,0.9643249693810256
SERVICIO DE IMPUESTOS INTERNOS,ILUSTRE MUNICIPALIDAD DE PENALOLEN,30615,2,27333.0,0.892797648211661
SERVICIO DE COOPERACION TECNICA,FONDO NACIONAL DE SALUD,29774,2,25608.0,0.8600792637871969
ACEPTA.COM S.A.,CONTRALORIA GENERAL DE LA REPUBLICA,29599,2,27402.0,0.9257745194094396
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,MINISTERIO PUBLICO,28954,2,24907.0,0.8602265662775437
SERVICIO CIVIL,MINISTERIO PUBLICO,27189,2,23963.0,0.8813490749935635
UNIVERSIDAD DE LA FRONTERA,SUBSECRETARIA DE EDUCACION,26742,2,24844.0,0.9290255029541545
INSTITUTO NACIONAL DE ESTADISTICAS,TESORERIA GENERAL DE LA REPUBLICA,24873,2,22058.0,0.8868250713625216
MINISTERIO DE DESARROLLO SOCIAL,SERVICIO NACIONAL DE ADUANAS,24458,2,21214.0,0.8673644615258811
SERVICIO AGRICOLA Y GANADERO,MINISTERIO DE EDUCACION,22579,2,19519.0,0.8644758403826565
ACEPTA.COM S.A.,MINISTERIO DE EDUCACION,21979,2,19398.0,0.8825697256472087
ACEPTA.COM S.A.,SUBSECRETARIA DE EVALUACION SOCIAL,21798,2,21106.0,0.9682539682539683
FONDO NACIONAL DE SALUD,SERVICIO NACIONAL DEL CONSUMIDOR,21557,2,18346.0,0.8510460639235515
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,MINISTERIO PUBLICO,21543,2,19121.0,0.887573689829643
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,21411,2,18894.0,0.8824436037550791
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE REDES ASISTENCIALES,21040,2,19584.000000000004,0.9307984790874526
SECRETARIA DE GOBIERNO DIGITAL,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,20711,2,17970.0,0.8676548693930761
MINISTERIO DE DESARROLLO SOCIAL,SERVICIO NACIONAL DEL CONSUMIDOR,20655,2,18232.0,0.8826918421689663
FONDO NACIONAL DE SALUD,AFP MODELO,20137,2,19058.0,0.9464170432537121
SUBSECRETARIA DE SALUD PUBLICA,FONDO NACIONAL DE SALUD,18652,2,16519.0,0.8856422903710058
SECRETARIA DE GOBIERNO DIGITAL,CERTIFICADORA DEL SUR,18476,2,15908.0,0.8610088763801689
MINISTERIO DE DESARROLLO SOCIAL,ILUSTRE MUNICIPALIDAD DE PENALOLEN,17108,2,16247.0,0.9496726677577741
SERVICIO CIVIL,SUBSECRETARIA DE EVALUACION SOCIAL,17094,2,15131.0,0.8851643851643851
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE PREVISION SOCIAL,16673,2,16673.0,1.0
MINISTERIO DE DESARROLLO SOCIAL,CAJA DE PREVISION DE LA DEFENSA NACIONAL,16335,2,16333.0,0.9998775635139272
